run_name,task_name,behavior,case_id,intervention,scale,predicted_label,expected_label,correct,expected_logprob,best_logprob,margin
early_heads_L2@0,recency_bias,recency_bias,recency_001,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,A,A,1,-63.93253445252776,-63.93253445252776,0.05774688720703125
early_heads_L2@0,recency_bias,recency_bias,recency_002,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,B,A,0,-68.36667382717133,-65.1290534734726,-3.2376203536987305
early_heads_L2@0,recency_bias,recency_bias,recency_003,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,B,A,0,-65.944769077003,-61.71953599900007,-4.22523307800293
early_heads_L2@0,recency_bias,recency_bias,recency_004,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,A,A,1,-64.29024517536163,-64.29024517536163,0.6840982437133789
early_heads_L2@0,capitalization,capitalization,caps_001,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,A,A,1,-48.02384440600872,-48.02384440600872,0.03537386655807495
early_heads_L2@0,capitalization,capitalization,caps_002,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,A,A,1,-51.54287576675415,-51.54287576675415,4.409262512053829
early_heads_L2@0,capitalization,capitalization,caps_003,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,A,A,1,-57.73979762458475,-57.73979762458475,0.7565393447875977
early_heads_L2@0,capitalization,capitalization,caps_004,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,B,A,0,-53.28812955545436,-50.14818357156764,-3.1399459838867188
early_heads_L2@0,induction,induction,induction_001,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,A,A,1,-58.8534233361861,-58.8534233361861,5.056809067726135
early_heads_L2@0,induction,induction,induction_002,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,A,A,1,-56.269468415295705,-56.269468415295705,2.0449256896972656
early_heads_L2@0,induction,induction,induction_003,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,A,A,1,-60.06917337747291,-60.06917337747291,2.6520166397094727
early_heads_L2@0,induction,induction,induction_004,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,A,A,1,-53.41511550187715,-53.41511550187715,13.315793991088867
early_heads_L2@0,coreference,coreference,coref_001,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,B,A,0,-48.250206443757634,-47.67952248761139,-0.5706839561462402
early_heads_L2@0,coreference,coreference,coref_002,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,A,A,1,-51.620644215494394,-51.620644215494394,9.99830412864685
early_heads_L2@0,coreference,coreference,coref_003,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,A,A,1,-44.255677563138306,-44.255677563138306,11.956866264343262
early_heads_L2@0,coreference,coreference,coref_004,"head_mask:head:L2:H0,1,2,3:early_heads_L2",0.0,A,A,1,-57.59291943907738,-57.59291943907738,6.145935535430908
