run_name,task_name,behavior,case_id,intervention,scale,predicted_label,expected_label,correct,expected_logprob,best_logprob,margin
heads_L4H0H1@0,recency_bias,recency_bias,recency_001,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.5999999999999999,0.5999999999999999,0.39999999999999986
heads_L4H0H1@0,recency_bias,recency_bias,recency_002,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.5999999999999999,0.5999999999999999,0.39999999999999986
heads_L4H0H1@0,recency_bias,recency_bias,recency_003,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.5999999999999999,0.5999999999999999,0.39999999999999986
heads_L4H0H1@0,recency_bias,recency_bias,recency_004,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.5999999999999999,0.5999999999999999,0.39999999999999986
heads_L4H0H1@0,capitalization,capitalization,caps_001,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.3999999999999999,0.3999999999999999,0.1999999999999999
heads_L4H0H1@0,capitalization,capitalization,caps_002,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.3999999999999999,0.3999999999999999,0.1999999999999999
heads_L4H0H1@0,capitalization,capitalization,caps_003,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.3999999999999999,0.3999999999999999,0.1999999999999999
heads_L4H0H1@0,capitalization,capitalization,caps_004,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.3999999999999999,0.3999999999999999,0.1999999999999999
heads_L4H0H1@0,induction,induction,induction_001,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.8,0.8,0.6000000000000001
heads_L4H0H1@0,induction,induction,induction_002,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.8,0.8,0.6000000000000001
heads_L4H0H1@0,induction,induction,induction_003,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.8,0.8,0.6000000000000001
heads_L4H0H1@0,induction,induction,induction_004,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.8,0.8,0.6000000000000001
heads_L4H0H1@0,coreference,coreference,coref_001,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.5,0.5,0.3
heads_L4H0H1@0,coreference,coreference,coref_002,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.5,0.5,0.3
heads_L4H0H1@0,coreference,coreference,coref_003,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.5,0.5,0.3
heads_L4H0H1@0,coreference,coreference,coref_004,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.5,0.5,0.3
heads_L4H0H1@0,syntax_agreement,syntax_agreement,syntax_001,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.30000000000000004,0.30000000000000004,0.10000000000000003
heads_L4H0H1@0,syntax_agreement,syntax_agreement,syntax_002,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.30000000000000004,0.30000000000000004,0.10000000000000003
heads_L4H0H1@0,syntax_agreement,syntax_agreement,syntax_003,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.30000000000000004,0.30000000000000004,0.10000000000000003
heads_L4H0H1@0,syntax_agreement,syntax_agreement,syntax_004,"head_mask:head:L4:H0,1:heads_L4H0H1",0.0,A,A,1,0.30000000000000004,0.30000000000000004,0.10000000000000003
heads_L4H0H1@0.5,recency_bias,recency_bias,recency_001,"head_mask:head:L4:H0,1:heads_L4H0H1",0.5,A,A,1,0.9999999999999999,0.9999999999999999,0.8999999999999999
